 TICKER, NAME, TITLE, YEAR BORN
GFSTEELS,Ms. Minal Kiran Jangla,CEO & Woman Director,1958
GFSTEELS,Mr. Anoop Ramprasad Kabra,CFO & Director,NA
GFSTEELS,Ms. Parul  Gupta,Company Sec. & Compliance Officer,1993
GHCL,"Mr. Ravi Shanker Jalan B.Com., F.C.A.",MD & Exec. Director,1957
GHCL,"Mr. Raman  Chopra B.Com., F.C.A.","CFO, Exec. Director of Fin. & Exec. Director",1965
GHCL,Mr. Biswarup  Goswami,Chief Human Resource Officer,1964
GHCL,Mr. Neelabh  Dalmia,Exec. Director of Textiles & Exec. Director,1983
GHCL,Mr. N. N. Radia,Pres & COO of Soda Ash,1956
GHCL,Mr. Jayesh P. Shah,VP of Industrial Relations,1960
GHCL,Mr. Manish S Shah,VP of Fin. & Account,NA
GHCL,Mr. Bhuwneshwar  Mishra,"Sr. GM of Sustainability , Company Sec. & Compliance Officer",NA
GHCL,Mr. R.  Balakrishnan,Chief Exec. Officer of Yarn Division,1966
GHCL,Mr. R. S. Pandey,Exec. Officer,NA
GICHSGFIN,Ms. Varsha  Godbole,Sr. VP & CFO,NA
GICHSGFIN,Ms. Nutan  Singh,"Group Exec., Company Sec. & Compliance Officer",NA
GICHSGFIN,Mr. Paul  Lobo,"MD, CEO & Additional Director",NA
GICHSGFIN,Mr. S. A. Rama Murthy,Sr. VP and Credit & Operations Head,NA
GICHSGFIN,Mr. N.  Ragothaman,Bus. Head of Diamond Harbour & Bus. Head of Kolkata,NA
GICHSGFIN,Mr. K.  Jagadish,Bus. Head of Noida,NA
GICHSGFIN,Mr. Sanjay  Koppikar,Bus. Head of Chennai,NA
GICHSGFIN,Mr. Santosh Kumar Singh,Bus. Head of Garia,NA
GICHSGFIN,Mr. V.  Jayaram,Bus. Head of Trivandrum,NA
GICHSGFIN,Mr. Rohit  Medhekar,Bus. Head of Kalyan,NA
GICRE,Ms. Radhika  Ravishekar,Chief Investment Officer,NA
GICRE,Mr. Hitesh  Joshi,GM & Investor Relations Mang.,NA
GICRE,Mr. Satheesh Kumar S.,Company Sec. & Chief Compliance Officer,NA
GICRE,Ms. Madhulika  Bhaskar,GM & Director,1963
GICRE,Mr. Balkrishna  Variar,Chief Underwriting Officer,NA
GICRE,Mr. Devesh  Srivastava,"Exec. Chairman, MD & CEO",1963
GICRE,Ms. Jayashree  Ranade,"CFO, Chief of Internal Audit, GM & Financial Advisor",NA
GICRE,Mr. Rajesh  Khadatare,Chief Marketing Officer,NA
GICRE,Mr. Narayanan  Ramaswamy,Gen. Mang.,NA
GICRE,Ms. Jayashri  Balkrishna,Chief Risk Officer & Deputy GM,1968
GILLANDERS,Mr. Manoj  Sodhani,CEO & Exec. Director,1971
GILLANDERS,Mr. Niraj  Singh,Chief Financial Officer,1976
GILLANDERS,Mr. Mahesh  Sodhani,MD & Exec. Director,1972
GILLANDERS,Mr. Bithal Kumar Kothari,Sr. VP of Tea Division,1962
GILLANDERS,Mr. Vijay  Kumar,Jt. Pres,1962
GILLANDERS,Mr. Bhisham Chander Kaushik,Pres of Cotton Mill,1963
GILLANDERS,Mr. Utpal  Konar,VP,1990
GILLANDERS,Mr. Rajat  Arora,Company Sec. & Compliance Officer,NA
GILLANDERS,Mr. Sandeep  Arora,Assistant VP of Marketing,1977
GILLANDERS,Mr. Subir  Sen,Sr. Gen. Mang. of HR,1967
GILLETTE,Mr. Gautam  Kamath,CFO & Exec. Director,1978
GILLETTE,Ms. Flavia Peter Machado,Company Sec. & Compliance Officer,NA
GILLETTE,Mr. Srinivas Maruthi Patnam,Exec. Director,1976
GILLETTE,Mr. L. V. Vaidyanathan,MD & Director,NA
GILLETTE,Mr. John T. Chevalier,Chief Investor Relations Officer,NA
GINNIFILA,Mr. Shishir  Jaipuria,Chairman & MD,1957
GINNIFILA,Mr. Yash  Jaipuria,Chief Exec.,1990
GINNIFILA,Mr. Saket  Jaipuria,Pres & Non-Independent Exec. Director,1982
GINNIFILA,Mr. Suresh  Singhvi,"Director of Fin., CFO & Non-Independent Whole Time Director",1953
GINNIFILA,Mr. Rajiv  Sharma,Sr. VP,1974
GINNIFILA,Mr. Arun  Nag,Sr. VP,1960
GINNIFILA,Dr. R. K. Gaur,Sr. VP,1960
GINNIFILA,Mr. Balkrishan  Sharma,Sr. VP,1971
GINNIFILA,Mr. Pradeep Kumar Cherot,Sr. VP,1959
GINNIFILA,Mr. J. V. Singh,VP of Engg. & Power,1962
GIPCL,Ms. Vatsala  Vasudeva I.A.S.,MD & Director,1970
GIPCL,Mr. K. K. Bhatt C.A.,CFO & GM of Fin.,NA
GIPCL,Mr. D. M. Chandarana,Additional Gen. Mang. of Operations,NA
GIPCL,Ms. K. R. Mishra,"Gen. Mang. of Commerce, Fin. & Legal",NA
GIPCL,Mr. Shalin  Patel C.S.,Company Sec. and Compliance Officer,NA
GIPCL,Dr. N.C.  Munshi,Gen. Mang. of HR & A,NA
GIPCL,Mr. S. N. Purohit,Chief Gen. Mang. (RE & BO),NA
GIPCL,Mr. N. K. Singh,Chief Gen. Mang. of SLPP,NA
GIPCL,Mr. K. V. Mohanan,ES to Managing Director,NA
GISOLUTION,Mr. .  Deepak,Compliance Officer,NA
GISOLUTION,Mr. Vishesh  Gupta,Additional Exec. Director,1985
GKWLIMITED,"Mr. Amitabha  Chakrabarti A.C.A., B.Com (Hons), M.Com",Whole time Director & CFO,1956
GKWLIMITED,A.  Ghosh,Gen. Mang. of Construction & Admin.,1972
GKWLIMITED,Mr. Sudhir Kumar Banthiya C.S.,Company Sec. & Compliance Officer,1986
GKWLIMITED,Varun  Saggi,Deputy Mang. of Sales & Admin.,1985
GKWLIMITED,"Mr. Umesh  Sinha B.E. (Mech.), D.I.E, D.C.M.",Pres of Screws & Fasteners Division,NA
GLAND,Mr. Srinivas  Sadu,"MD, CEO & Director",1969
GLAND,Mr. Ravi Shekhar Mitra,Chief Financial Officer,1977
GLAND,Mr. Sampath Kumar Pallerlamudi,Company Sec. & Compliance Officer,1981
GLAND,Mr. Ashish  Adhikari,VP of Operations,1975
GLAND,Mr. K. V.G.K. Raju,Chief Technical Officer,1951
GLAND,Mr. Sumanta  Bajpayee,VP of Investor Relations,NA
GLAND,Mr. Susheel  Ogra,Sr. Gen. Mang. of Sales & Marketing,1967
GLAND,Ms. Shilpi  Sahay,Deputy Gen. Mang. of HR,1981
GLAND,Dr. C. S. Venkatesan,Sr. VP of R&D,1971
GLAND,Dr. Surapanini  Sridevi,Sr. VP of R&D,1968
GLAXO,Mr. Bhushan  Akshikar,Exec. VP of Gen. Medicines & MD,NA
GLAXO,Mr. Juby  Chandy,Whole-Time Director & CFO,NA
GLAXO,Mr. Abhinav  Kashyap,VP of Technology,NA
GLAXO,Mr. Ajay A. Nadkarni,VP of Admin. & Real Estate and Company Sec.,NA
GLAXO,Mr. Amit G. Pandey,Exec. VP of Legal,NA
GLAXO,Mr. Ransom  D'Souza,Exec. VP of Communications & Gov. Affairs,NA
GLAXO,Mr. Chinmay  Sharma,Exec. VP of HR,NA
GLAXO,Ms. Sukanya  Choudhary,Exec. Vice-Pres of Regulatory Affairs,NA
GLAXO,Mr. Sougato  Mitra,Head of Specialty,NA
GLAXO,Dr. Rashmi  Hegde M.D.,Exec. VP of Medical Affairs & Country Medical Head of India,NA
GLENMARK,Mr. Glenn Mario Saldanha,"Chairman, MD & CEO",1970
GLENMARK,Mr. V. S. Mani,Global CFO & Exec. Director,1965
GLENMARK,Ms. Cherylann Maria Pinto,Exec. Director of Corp. Services & Exec. Director,1967
GLENMARK,Mr. Alind  Sharma,Pres & Global Chief HR Officer,1971
GLENMARK,Mr. Kaizad Adi Hazari,"Pres and Global Head of Legal, Compliance, IP & Corp. Affairs",1970
GLENMARK,Mr. Ulhas R. Dhuppad,Pres & Head of Global Pharmaceutical Devel.,1967
GLENMARK,Mr. Sriram  Venkatasubramanian,Pres & Head of Global Operations and Supply Chain,NA
GLENMARK,Dr. Nikhil  Amin,Pres of Innovative Medicines Group & Chief Scientific Officer,NA
GLENMARK,Mr. Ravi  Agrawal,Investor Relations Officer,NA
GLENMARK,Mr. Harish Vinayak Kuber,Company Sec. & Compliance Officer,NA
GLFL,Mr. Anil K. Jhaveri,Chief Exec. Officer,NA
GLFL,Mr. Janak J. Mehta,Chief Financial Officer,NA
GLFL,Mr. Parag  Dave,Company Sec. & Compliance Officer,1988
GLOBAL,Mr. Aditya Praneet Bhandari,Whole-Time Director,1990
GLOBAL,Ms. Preeti  Pacheriwala,Compliance Officer & Company Sec.,NA
GLOBAL,Mr. Hemant  Daga,Chief Financial Officer,1986
GLOBALVECT,"Lieutenant General Sarabjot J. Singh Saighal PVSM, VM, VSM]",Exec. Chairman,1943
GLOBALVECT,Mr. Ashvin  Bhatt,Chief Financial Officer,NA
GLOBALVECT,Mr. Raakesh D. Soni,Company Sec. & Compliance Officer,NA
GLOBALVECT,Mr. Neil  Seabrook,Chief Exec. Officer,NA
GLOBALVECT,James  John,Deputy Gen. Mang. of Admin.,NA
GLOBALVECT,Priyanka  Bhosale,HR Mang.,NA
GLOBALVECT,Mr. K. N. Gopakumaran Nair,Chief Pilot,1954
GLOBALVECT,Captain Allan Mark D'Gama,"Sr. VP, Chief Pilot & Head of Offshore",NA
GLOBALVECT,Captain Sanjay  Panwar,Sr. VP & Head of Onshore,NA
GLOBALVECT,Maneesh  Suri,Sr. VP & Head of Engineering,NA
GLOBE,Mr. Bhavik Suryakant Parikh,Chairman & MD,1972
GLOBE,Mr. Faruk Hanifkhan Diwan,Company Sec. & Compliance Officer,NA
GLOBE,Mr. Nilaybhai Jagdishbhai Vora,Whole Time Director,1985
GLOBE,Mr. Bhavin Suryakantbhai Parikh,CEO & CFO,1978
GLOBUSSPR,"Mr. Ajay Kumar Swarup B.A., M.B.A.",MD & Director,1959
GLOBUSSPR,Mr. Shekhar  Swarup,Joint MD & Exec. Director,1986
GLOBUSSPR,"Dr. Bhaskar  Roy M.Com., F.C.A., Ph.D.",COO & Exec. Director,1963
GLOBUSSPR,Mr. Jasbir  Singh,Sr. VP of Export & Sales,1958
GLOBUSSPR,Mr. Rajesh Kumar Malik B.Sc.,Pres of Operation-North,1956
GLOBUSSPR,"Mr. Manik Lal Dutta M.Tech., P.G.D.B.M.",Exec. Director,1946
GLOBUSSPR,Mr. Paramjit Singh Gill,Chief Exec. Officer of Consumer Division,1962
GLOBUSSPR,Mr. Amitabh  Singh,VP,1967
GLOBUSSPR,Pankaj  Tyagi,VP,1973
GLOBUSSPR,Mr. Nilanjan  Sarkar,CFO & Sr. VP of Fin.,NA
GLS,Dr. Yasir Yusufali Rawjee Ph.D.,"CEO, MD & Director",1965
GLS,Mr. Tushar P. Mistry,Sr. VP & CFO,NA
GLS,Mr. Rudalf  Corriea,Company Sec. & Compliance Officer,NA
GLS,Soumi  Rao,Gen. Mang. of Corp. Communications,NA
GLS,Mr. Sumantra  Mitra,Head of HR,NA
GLS,Mr. Vinod  Naik,"Group VP, Head of Technical Operations & Whole Time Director",NA
GLS,Mr. Mathew  George,VP & Head of Regulatory Affairs,NA
GLS,Mr. Navin Kumar Agrawal,Head of Corp. Quality -API,NA
GMBREW,Mr. Jimmy William Almeida,Exec. Chairman & MD,NA
GMBREW,Mr. S.  Swaminathan,Chief Financial Officer,NA
GMBREW,Mr. Sandeep  Kutchhi,Mang. of Accounts,NA
GMBREW,Ms. Jyoti Jimmy Almeida,Whole Time Director,1968
GMBREW,Mr. Kiran Yashawant Parashare,Whole Time Director,1973
GMBREW,Ms. Shilpa  Rathi,Company Sec. & Compliance Officer,NA
GMBREW,L.  Lobo,Gen. Mang. of Sales & Marketing,NA
GMDCLTD,Mr. Roopwant  Singh I.A.S.,MD & Director,NA
GMDCLTD,Mr. Lavanya  Kulshrestha,Chief GM & CFO,1967
GMDCLTD,Mr. Joel S. Evans,Company Sec. & Compliance Officer,NA
GMDCLTD,Ms. Anupma K. Iyer,Gen. Mang. of Accounts,1976
GMDCLTD,Mr. H. K. Joshi,Sr. Gen. Mang. of Tech,1965
GMDCLTD,Mr. V.V  Sangani,Gen. Mang. of HR,1965
GMDCLTD,Mr. Ajaykumar Laxmansinh Thakor,Chief Gen. Mang.,NA
GMMPFAUDLR,Mr. Tarak Ashok Patel,MD & Exec. Director,1975
GMMPFAUDLR,Mr. Manish  Poddar,CFO & CFO of India Bus.,1976
GMMPFAUDLR,Mr. Aseem  Joshi,Chief Exec. Officer of India Bus.,1977
GMMPFAUDLR,Ms. Mittal K. Mehta,Compliance Officer & Company Sec.,1979
GMMPFAUDLR,Mr. Thomas Otto Kehl,Chief Exec. Officer of International Bus.,1960
GMMPFAUDLR,Mr. Alexander  Poempner,Chief Financial Officer for the International Bus.,1975
GMMPFAUDLR,Ms. Priyanka  Daga,Deputy Gen. Mang. of Strategy Fin.,NA
GMRINFRA,Mr. Grandhi Mallikarjuna Rao,Founder & Non-Exec. Chairman,1949
GMRINFRA,"Mr. Kiran Kumar Grandhi B.Com, MBA","CEO, MD & Director",1975
GMRINFRA,Mr. Saurabh  Chawla,Exec. Director of Fin. & Strategy and Group CFO,1964
GMRINFRA,Mr. Tangirala Venkat Ramana,Compliance Officer & Company Sec.,1973
GMRINFRA,Mr. Yuvraj  Mehta,Group Head & VP of Corp. Communications,NA
GMRINFRA,Sudeep  Lakhtakia,Head of Security & Vigilance,NA
GMRINFRA,Nischint  Pathania,Chief Passenger Experience Officer ? GHIAL,NA
GMRINFRA,Dharmendra  Panwar,Group Head - MAG,NA
GMRINFRA,Ravi  Kapoor,Head of APM,NA
GMRINFRA,V. K. Prasad,Chief Devel. Officer of GGIAL,NA
GNA,Mr. Gursaran  Singh,Exec. Chairman,1936
GNA,Mr. Ranbir Singh Seehra,"CEO, MD & Director",1961
GNA,Mr. Jasvinder Singh Seehra,Exec. Vice Chairman,1958
GNA,Mr. Rakesh Kumar Gupta,Chief Financial Officer,1968
GNA,Mr. Gourav  Jain,Compliance Officer & Company Sec.,1982
GNA,Mr. Pradeep  Sharma,Sr. VP of Marketing,1963
GNA,Mr. Harwinder Singh Sehra,Whole -Time Director,1982
GNA,Mr. Kulwin  Seehra,Whole-Time Director,1986
GNA,Mr. Maninder Singh Seehra,Whole-Time Director,1959
GNA,Mr. Satwinder  Singh,Sr. VP of Projects,1956
GNFC,"Mr. Pankaj H. Joshi I.A.S., IAS",MD & Director,1965
GNFC,Mr. D. V. Parikh,CFO & Exec. Director,1970
GNFC,G. M. Varliani,Head of Operations,1961
GNFC,Mr. A. C. Shah C.S.,"Compliance Officer, Company Sec. & GM of Legal",1958
GNFC,R. P. Patel,Chief Marketing Mang.,1961
GNFC,K. C. Prajapati,Sr. Mang. of HR,1960
GNFC,K. B. Gosai,Sr. Mang.,1961
GNFC,S. I. Thakar,Gen. Mang.,1961
GNFC,N. K. Kadia,Gen. Mang.,1961
GNFC,R. R. Shah,Gen. Mang.,1966
GOACARBON,Mr. K.  Balaraman,CFO & Sr. GM of Fin.,1965
GOACARBON,Mr. Pravin Rajendra Satardekar,Company Sec. & Compliance Officer,NA
GOACARBON,Mr. Anupam  Mishra,CEO & Director,1972
GOACARBON,Mr. C. R. Mundhara,Gen. Mang. of Operations,1941
GOCLCORP,Mr. Pankaj  Kumar,"MD, CEO & Whole Time Additional Director",1968
GOCLCORP,Mr. Ravi  Jain,Chief Financial Officer,NA
GOCLCORP,Mr. A.  Satyanarayana,"Compliance Officer, Joint GM & Company Sec.",NA
GOCLCORP,R. S. Deshmukh,Gen. Mang. of Legal,1959
GOCLCORP,Mrs. R.  Chaudhry,Chief Mang. of MD's Secretariat,NA
GOCLCORP,Mr. Ravi Shamlal Chawla,"MD, CEO of Lubricants Division and Pres of Lubricants Division",1966
GOCLCORP,Mr. Ali Mohmud Kazmi,Chief Operating Officer of Energetics Division,NA
GOCOLORS,Mr. Gautam  Saraogi,CEO & Exec. Director,NA
GOCOLORS,Mr. R  Mohan,Chief Financial Officer,NA
GOCOLORS,Ms. Gayathri  Venkatesan,Company Sec. & Compliance Officer,NA
GOCOLORS,Mr. Prakash Kumar Saraogi,MD & Exec. Director,NA
GODFRYPHLP,Dr. Bina  Modi,"Chairperson of the Board, CEO, Pres, MD & Whole Time Director",1945
GODFRYPHLP,Mr. Sunil  Agrawal,CFO & Exec. VP of Fin.,NA
GODFRYPHLP,Mr. Sanjay  Gupta,Compliance Officer & Company Sec.,NA
GODFRYPHLP,Mr. Samir Kumar Modi,Exec. Director,1970
GODFRYPHLP,Mr. Sharad  Aggarwal,Whole-time Director,1972
GODHA,Mr. Dipesh  Godha,Exec. Chairman & CEO,1983
GODHA,Mr. Rahul  Verma,Company Sec.,NA
GODHA,Ms. Smita  Agrawal,Chief Fin. Officer,NA
GODHA,Ms. Shivani  Gupta,Company Sec. & Compliance Officer,NA
GODHA,Ms. Rupali  Godha,Women Exec. Director,1983
GODHA,Ms. Madhu  Godha,Women Exec. Director,1956
GODREJAGRO,Mr. Balram Singh Yadav,MD & Exec. Director,1964
GODREJAGRO,Mr. Subramanian  Varadaraj,CFO and Head of Legal & IT,NA
GODREJAGRO,Mr. Vivek Pritamlal Raizada,"Head of Legal, Company Sec. & Compliance Officer",NA
GODREJAGRO,Mr. Salil  Chinchore,Head of HR,NA
GODREJAGRO,Mr. Praful Janardhan Bhat,Head of Manufacturing & Supply Chain Excellence,NA
GODREJAGRO,Mr. R. R. Govindan,Exec. VP,NA
GODREJAGRO,Mr. Rakesh  Dogra,Head of Crop Protection Bus.,NA
GODREJAGRO,Mr. Sandeep Kumar Singh,CEO of Animal Feed Bus. & GMPL,NA
GODREJAGRO,Dr. Kamlesh  Fondekar,"Head of R&D and Nutrition, Animal Feed Bus.",NA
GODREJAGRO,Mr. Dhruba  Banerjee,Chief Exec. Officer of Aqua Feed Bus.,NA
GODREJCP,Ms. Nisaba Adi Godrej,Exec. Chairperson,1978
GODREJCP,Mr. Sudhir  Sitapati,CEO & MD,1976
GODREJCP,Mr. Sameer  Shah,"CFO, CFO of India & SAARC and Head of IR",NA
GODREJCP,Mr. Omar A. Momin,Head of M&A and Bus. Devel.,1980
GODREJCP,Mr. Venkateswara Rao Yadlapalli,Head of R&D,1969
GODREJCP,Mr. Robert  Menzies,"Head of Category, Innovation & Strategy",NA
GODREJCP,Mr. Rahul  Botadara,Company Sec. & Compliance Officer,NA
GODREJCP,Ms. Divya Narayana Murthy,Head of Legal,NA
GODREJCP,Mr. Sumit  Mitra,Head of Group HR & Corp. Services,1974
GODREJCP,Mr. Rajesh  Tiwari,Head of Product Supply Organization (India & SAARC),1959
GODREJIND,"Mr. Nadir Burjorji Godrej B.S., M.S.",MD & Chairman,1951
GODREJIND,Mr. Clement G. Pinto,Chief Financial Officer,1971
GODREJIND,Ms. Tejal Virendra Jariwala,Company Sec. & Compliance Officer,NA
GODREJIND,Ms. Tanya Arvind Dubash,Chief Brand Officer & Exec. Director,1968
GODREJIND,Mr. Nitin Sudhakar Nabar,Pres of Chemicals Division & Exec. Director,1964
GODREJIND,Mr. Chakradhar  Varadarajan,Head of Corp. Legal,NA
GODREJIND,Mr. Sujit  Patil,Head of Corp. Communications,NA
GODREJIND,Mr. Sumit  Mitra,Head of Group HR & Corp. Services,1974
GODREJIND,Mr. V.  Swaminathan,Head of Corp. Audit & Assurance,NA
GODREJIND,Ms. Avani Vishal Davda,Managing Director of Natures Basket Ltd,1979
GODREJPROP,Mr. Pirojsha Adi Godrej,Exec. Chairman,1980
GODREJPROP,Mr. Mohit  Malhotra,"MD, CEO & Exec. Director",1979
GODREJPROP,Mr. Rajendra  Khetawat,Chief Financial Officer,1973
GODREJPROP,Mr. Vikas  Singhal,Chief Operating Officer,NA
GODREJPROP,Mr. Lalit  Makhijani,Chief Marketing Officer,NA
GODREJPROP,Ms. Megha  Goel,Chief HR Officer,NA
GODREJPROP,Ms. Mamta  Bakshi,Chief Customer Officer,1970
GODREJPROP,Mr. Anubhav  Gupta,CEO of Vikhroli and Chief CSR & Sustainability Officer,NA
GODREJPROP,Mr. Vineet  Bhardwaj,Chief Information Officer & Head of IT,NA
GODREJPROP,Mr. Ashish  Karyekar,Company Sec. & Compliance Officer,NA
GOENKA,Mr. Nandlal Shubhkaran Goenka,Chairman & CEO,1949
GOENKA,Mr. Navneet  Goenka,"Vice Chairman, MD & CFO",1976
GOENKA,Ms. Monika R. Hissaria,Company Sec. & Compliance Officer,NA
GOENKA,Mr. Sanjeev Kumar Jain,Exec. Director,1970
GOENKA,Mr. Arvind  Gupta,Chief Operating Officer,1978
GOENKA,Mr. Harshad  Mehta,Gen. Mang. of Sales,1965
GOENKA,Mr. Jitendra  Shah,Gen. Mang. of Diamond Cutting Department,1955
GOENKA,Mr. Vinay  Bagla,Gen. Mang. of G WILD jewellery marketing,1970
GOENKA,Mr. Alpish  Kakadia,Gen. Mang. of Production,1978
GOENKA,Mr. Pradip  Kavadiya,Gen. Mang. of Rough Diamonds Purchase Department,1975
GOKEX,Mr. Sivaramakrishnan Vilayur Ganapathi,"CEO, MD & Exec. Director",1967
GOKEX,Mr. A.  Sathyamurthy,CFO & Compliance Officer,NA
GOKEX,Mr. Prabhat Kumar Singh,Whole-Time Director,NA
GOKEX,Mr. Sundararajan Poorana Seenivasan,Exec. Pres & Exec. Director,NA
GOKEX,Mr. Tushar Kanti Panigrahi,VP ? Fin.,NA
GOKUL,"Mr. Praveen  Khandelwal CA., CS.",Chief Exec. Officer,1979
GOKUL,Mr. Shaunak Bhikhalal Mandalia CA,CFO & Director,1974
GOKUL,Mr. Abhinav  Mathur,Company Sec. & Compliance Officer,NA
GOKUL,Mr. Dharmendrasinh Bavantsinh Rajput B.E.,Whole-Time Exec. Director,1989
GOKUL,"Mr. Balvantsinh Chandansinh Rajput B.A, B.A.",Chairman & MD,1962
GOKUL,Nitin  Malviya,Gen. Mang. of Accounts & Fin.,1982
GOKUL,Rajeev  Bose MBA,VP of Marketing,1972
GOKUL,Mr. Sureshkumar Gamanbhai Rathod,HR Mang.,1981
GOKUL,Mr. Vinod A. Rajput B.Com,Chief Exec. Officer of Mustard Desk,1976
GOKUL,Mr. Jayeshkumar Kanubhai Thakkar,Pres of Corp. Planning,1989
GOKULAGRO,Mr. Kanubhai Jivatram Thakkar,Chairman & MD,1962
GOKULAGRO,Mr. Hiteshkumar Tarachand Thakkar,Chief Exec. Officer,NA
GOKULAGRO,Ms. Dhara Chintakkumar Chhapia,Chief Financial Officer,NA
GOKULAGRO,Ms. Chinar Rajkumar Jethwani,Investor Relation Officer,1993
GOKULAGRO,Mr. Nilesh Kanubhai Thakkar,Marketing Director,1995
GOKULAGRO,Mr. Jayeshkumar Kanubhai Thakkar,MD and Exec. & Non-Independent Director,1989
GOKULAGRO,Mr. Dipak kumar Kanubhai Thakkar,Additional Exec. & Non-Independent,1991
GOKULAGRO,Dr. Ashutosh Jethanand Bhambhani,Whole Time Director,1957
GOKULAGRO,Mr. Sanjay Kumar Jain,Gen. Mang. of Accounts,NA
GOKULAGRO,Ms. Purvee D. Roy,Company Sec. & Compliance Officer,NA
GOLDENTOBC,Mr. Pawan Kumar Malsaria,Exec. Director of Fin. & Operations and Whole-Time Director,1969
GOLDENTOBC,Mr. Sunil Kumar Dhandhania,CFO & Additional Whole Time Director of Fin.,NA
GOLDENTOBC,Ms. Vidhi Bipin Joshi,Company Sec. & Compliance officer,NA
GOLDENTOBC,Mr. Sudhee  Ranjan,Sr. VP of Sales & Marketing,1956
GOLDENTOBC,Dr. Abhijit  De M.Sc. Ph.D.,Sr. VP of R&D,1952
GOLDENTOBC,Mr. G. S. K. Prasad B.Sc.,Gen. Mang. of TPD,1953
GOLDENTOBC,Mr. N. B. Bangera,Deputy Gen. Mang. of Fin.,1950
GOLDENTOBC,"Mr. S. V. Makhija B.Com (Hons.), ACA",VP of Commercial,1954
GOLDENTOBC,Mr. T. K. Krishnamurthy,Sr. Gen. Mang. of Technical,1950
GOLDENTOBC,R. K. Chaudhary,Sr. Gen. Mang. of Materials,NA
GOLDIAM,Mr. Rashesh Manharbhai Bhansali,Exec. Chairman & MD,1968
GOLDIAM,Ms. Darshana J. Patel,Chief Financial Officer,1988
GOLDIAM,Mr. Pankaj Jayantilal Parkhiya,Company Sec. & Compliance Officer,1988
GOLDIAM,Mr. Anmol Rashesh Bhansali,Whole-Time Director,1995
GOLDIAM,Mahesh Kumar Prasad,Head of HR,1964
GOLDIAM,Mr. Milan R. Mehta,Managing Director of Diagold Designs Ltd,NA
GOLDTECH,Mr. Pavan  Chavali,MD & Whole-Time Director,1980
GOLDTECH,Mr. Vithal V. S. S. N. K. Popuri,Chief Financial Officer,NA
GOLDTECH,Ms. Niralee Rasesh Kotdawala,Company Sec. & Compliance Officer,NA
GOODLUCK,Mr. Mahesh Chandra Garg,Exec. Chairman,1946
GOODLUCK,Mr. Ram  Aggarwal,Chief Exec. Officer,1967
GOODLUCK,Mr. Manish  Garg,Chief Operating Officer,1970
GOODLUCK,Mr. Shyam  Aggarwal,Chief Operating Officer,1970
GOODLUCK,Mr. Ramesh Chandra Garg,Whole Time Director,1946
GOODLUCK,Mr. Nitin  Garg,Whole Time Director,1980
GOODLUCK,Vinay Vijay Vargiya,Pres ? International Marketing,1952
GOODLUCK,Mr. Sanjay  Bansal,Chief Financial Officer,NA
GOODLUCK,Mr. Abhishek  Agrawal,Compliance Officer & Company Sec.,NA
GOODYEAR,Mr. Sandeep  Mahajan,Chairman & MD,1964
GOODYEAR,Mr. Manish Manakchand Mundra,CFO & Whole Time Director,1974
GOODYEAR,Mr. Anup  Karnwal,Company Sec. & Compliance Officer,NA
GOODYEAR,Mr. Yashwant Singh Yadav,Director of HR & Corp. Affairs,1959
GOODYEAR,"Mr. Randeep Singh Kanwar BTech, PGDM",Managing Director of Goodyear Indonesia,1975
GOODYEAR,Mr. P. K. Walia,VP of Consumer PBU,1962
GOYALALUM,Mr. Sandeep  Goyal,"MD, CFO & Chairman",1974
GOYALALUM,Mr. Barun Kumar Singh,Head of Sales,NA
GOYALALUM,Mr. Mayank  Nigam,Company Sec.,NA
GPIL,Mr. Bajrang Lal Agrawal,MD & Exec. Director,1954
GPIL,Mr. Sanjay K. Bothra,Chief Financial Officer,NA
GPIL,Mr. Abhishek  Agrawal,Whole Time Director,1985
GPIL,Mr. Vivek  Agrawal,Chief Operating Officer,NA
GPIL,Mr. Yarra Chandra Rao,Company Sec. & Compliance Officer,1965
GPIL,"Mr. Dinesh Kumar Gandhi ACS, B.Com, FCA",Whole Time Director,1964
GPIL,Mr. Siddharth  Agrawal,Whole Time Director,1981
GPIL,Mr. Dinesh Kumar Agrawal B.E.,Whole Time Director,1971
GPIL,Mr. Vinay  Shandilya,Pres of Power Division,NA
GPIL,Mr. K. V. S. K. N. Ravindra,Pres of Pellets Division,NA
GPPL,Mr. Jakob Friis Sorensen,MD & Director,NA
GPPL,Mr. Santosh  Breed,GM of Fin. & Accounts and CFO,NA
GPPL,Mr. Manish Rajendraprasad Agnihotri,Company Sec. & Compliance Officer,NA
GPPL,Mr. Jaspal Singh Bakshi,Head of Information Technology and Communications,1959
GPPL,Captain Padmini Kant Mishra,Acting Head of HR & CSR,NA
GPPL,Mr. Mikito  Shirai,Head of Planning and Production Engineering,NA
GPPL,Captain Dinesh  Lokapure,Head of Bulk & Liquid Bus.,1960
GPPL,Captain Ashok  Gole,Exec. of Marine Operations,1950
GPTINFRA,Mr. Shree Gopal Tantia,"MD, CEO & Exec. Director",1964
GPTINFRA,Mr. Atul  Tantia,CFO & Whole-Time Director,NA
GPTINFRA,Mr. Vaibhav  Tantia,COO & Whole-Time Director,1981
GPTINFRA,Mr. Anatha Bandhaba Chakrabartty,Company Sec. & Compliance Officer,NA
GPTINFRA,Niraj  Sinha,Head of Africa Operations,NA
