 TICKER, GIC INDUSTRY,IPO DATE, CODE, GIC GROUP, LOGOURL, SECTOR, EXCHANGE, DESCRIPTION, TYPE,ISIN, CURRENCY NAME, CURRENCY SYMBOL, CURRENCY CODE, ADDRESS, COUNTRYISO,LEI, UPDATED AT, WEBURL, FISCAL YEAR END, EMPLOYER ID NUMBER, PHONE, NAME,CIK, INTERNATIONAL DOMESTIC, GIC SUB INDUSTRY, GIC SECTOR, INDUSTRY, COUNTRY NAME, FULL TIME EMPLOYEES, STREET, CITY, STATE, COUNTRY,ZIP, MARKET CAPITALIZATION, MARKET CAPITALIZATION MLN,EBITDA,PE RATIO,PEG RATIO, WALL STREET TARGET PRICE, BOOK VALUE, DIVIDEND SHARE, DIVIDEND YIELD, EARNINGS SHARE,EPS ESTIMATE CURRENT YEAR,EPS ESTIMATE NEXT YEAR,EPS ESTIMATE NEXT QUARTER,EPS ESTIMATE CURRENT QUARTER, MOST RECENT QUARTER, PROFIT MARGIN, OPERATING MARGINTTM, RETURN ON ASSETSTTM, RETURN ON EQUITYTTM, REVENUETTM, REVENUE PER SHARETTM, QUARTERLY REVENUE GROWTHYOY, GROSS PROFITTTM, DILUTED EPSTTM, QUARTERLY EARNINGS GROWTHYOY, TRAILINGPE, FORWARDPE, PRICE SALESTTM, PRICE BOOKMRQ, ENTERPRISE VALUE, ENTERPRISE VALUE REVENUE, ENTERPRISE VALUE EBITDA, SHARES OUTSTANDING, SHARES FLOAT, PERCENT INSIDERS, PERCENT INSTITUTIONS, SHARES SHORT, SHARES SHORT PRIOR MONTH, SHORT RATIO, SHORT PERCENT OUTSTANDING, SHORT PERCENT FLOAT, BETA,52 WEEK HIGH,52 WEEK LOW,50 DAYMA,200 DAYMA, SHORT PERCENT
LPEN,,,LPEN,,,Industrials,TO,"Loop Energy Inc. develops, manufactures, and supplies hydrogen fuel cells to vehicle and power generation system manufacturers worldwide. The company offers its fuel cell systems for the electrification of light commercial vehicles, transit buses, and medium and heavy-duty trucks. Loop Energy Inc. was incorporated in 2000 and is headquartered in Burnaby, Canada.",Common Stock,CA54352E1007,Canadian Dollar,C$,CAD,"2880 Production Way, Burnaby, BC, Canada, V5A 4T6",CA,,1/2/2023,https://www.loopenergy.com,December,,604 222 3400,Loop Energy Inc,,,,,Electrical Equipment & Parts,Canada,79,2880 Production Way,Burnaby,BC,Canada,V5A 4T6,35979928,35.9799,-34902000,,,2.7,1.448,0,0,-0.837,-1.08,-0.68,-0.27,-0.28,9/30/2022,0,-12.8346,-0.2847,-0.5387,2775000,0.082,5.816,-4826000,-0.837,0,0,0,12.3483,0.7776,8370870,3.0165,-0.2514,34266600,23827075,29.425,1.272,,,,,,,4.49,0.85,1.2934,1.9482,0.0002
LSPD,,,LSPD,,https://eodhistoricaldata.com/img/logos/TO/LSPD.png,Technology,TO,"Lightspeed Commerce Inc. provides commerce enabling Software as a Service (SaaS) platform for small and midsize businesses, retailers, restaurants, and golf course operators in Canada, the United States, Australia, the Netherlands, and internationally. Its SaaS platform enables customers to engage with consumers, manage operations, accept payments, etc. The company's cloud platforms are designed interrelated elements, such as omni-channel consumer experience, a comprehensive back-office operations management suite to improve customers' efficiency and insight, and the facilitation of payments. Its platform functionalities include full omni-channel capabilities, point of sale (POS), product and menu management, employee and inventory management, analytics and reporting, multi-location connectivity, order-ahead and curbside pickup functionality, loyalty, and customer management solutions. The company also offers tailored financial solutions, such as Lightspeed Analytics; Lightspeed Payments; and Lightspeed Capital, a merchant cash advance program. In addition, it sells POS peripheral hardware, including tablets, customer facing displays, receipt printers, networking hardware, cash drawers, payment terminals, servers, stands, bar-code scanners, and an assortment of accessories, as well as provides installation and implementation services. The company was formerly known as Lightspeed POS Inc. and changed its name to Lightspeed Commerce Inc. in August 2021. Lightspeed Commerce Inc. was incorporated in 2005 and is headquartered in Montréal, Canada.",Common Stock,CA53229C1077,Canadian Dollar,C$,CAD,"Gare Viger, Montreal, QC, Canada, H2Y 1A6",CA,,1/3/2023,https://www.lightspeedhq.com,March,,514 907 1801,Lightspeed Commerce Inc,,,,,Software-Application,Canada,0,Gare Viger,Montreal,QC,Canada,H2Y 1A6,2909736960,2909.737,-232735008,,,38.23,21.983,0,0,-2.645,-0.35,0,-0.03,-0.09,9/30/2022,-0.5492,-0.4645,-0.0568,-0.1139,656814976,4.413,0.379,271173000,-2.645,0,0,0,4.5674,0.6744,1901022251,5.5826,-7.9071,150374000,110983807,9.982,58.293,,,,,,2.7065,50.69,17.27,21.497,26.7315,0.0293
LUC,,,LUC,,https://eodhistoricaldata.com/img/logos/TO/LUC.png,Basic Materials,TO,"Lucara Diamond Corp., a diamond mining company, focuses on the development and operation of diamond properties in Africa. The company holds 100% interests in the Karowe mine located in Botswana. It also operates Clara Platform, a digital platform for the sale of rough diamonds. The company was formerly known as Bannockburn Resources Limited and changed its name to Lucara Diamond Corp. in August 2007. Lucara Diamond Corp. was incorporated in 1981 and is based in Vancouver, Canada.",Common Stock,CA54928Q1081,Canadian Dollar,C$,CAD,"1250 Homer Street, Vancouver, BC, Canada, V6B 2Y5",CA,,1/3/2023,https://lucaradiamond.com,December,,604 674 0272,Lucara Diamond Corp,,,,,Other Precious Metals & Mining,Canada,0,1250 Homer Street,Vancouver,BC,Canada,V6B 2Y5,226783504,226.7835,93092000,4.5455,-3.55,0.95,0.557,0,0,0.11,0.12,0.09,0.33,0.44,9/30/2022,0.1532,0.2752,0.0885,0.1378,228400000,0.504,-0.313,124859000,0.11,-0.862,4.5455,4.6062,0.9929,0.6582,262755054,1.1504,2.5752,453567008,330069721,27.757,14.12,,,,,,1.4535,0.74,0.47,0.5132,0.5967,0.0016
LUG,,,LUG,,https://eodhistoricaldata.com/img/logos/TO/LUG.png,Basic Materials,TO,"Lundin Gold Inc. operates as a mining company in Canada. The company holds interests in 27 metallic mineral concessions and three construction material concessions covering an area of approximately 64,270 hectares located in Southeast Ecuador. It primary holds interests in the Fruta del Norte gold project comprising seven concessions covering an area of approximately 5,566 hectares located near the city of Loja in Ecuador. The company was formerly known as Fortress Minerals Corp. and changed its name to Lundin Gold Inc. in December 2014. Lundin Gold Inc. was incorporated in 1986 and is headquartered in Vancouver, Canada.",Common Stock,CA5503711080,Canadian Dollar,C$,CAD,"885 West Georgia Street, Vancouver, BC, Canada, V6C 3E8",CA,,1/3/2023,https://www.lundingold.com,December,,604-689-7842,Lundin Gold Inc,,,,,Gold,Canada,0,885 West Georgia Street,Vancouver,BC,Canada,V6C 3E8,3113654016,3113.654,450784992,13.3636,,14.58,3.917,0.2,0.0393,0.99,0.77,0.78,0,0,9/30/2022,0.2156,0.4127,0.125,0.2,791145024,3.377,0.103,463236000,0.99,0.083,13.3636,18.5185,3.6887,2.354,3311487915,4.1857,8.2363,235348000,96444564,63.322,22.735,,,,,,1.048,14.73,7.5862,12.01,10.3403,0.005
LUN,,,LUN,,https://eodhistoricaldata.com/img/logos/TO/LUN.png,Basic Materials,TO,"Lundin Mining Corporation, a diversified base metals mining company, engages in the exploration, development, and mining of mineral properties in Brazil, Chile, Portugal, Sweden, and the United States. It primarily produces copper, zinc, nickel, and gold, as well as lead, silver, and other metals. The company holds 100% interests in the Chapada mine located in Brazil; the Neves-Corvo mine located in Portugal; the Eagle mine located in the United States; and the Zinkgruvan mine located in Sweden. It also holds 80% interests in the Candelaria and Ojos del Salado mining complex located in Chile. The company was formerly known as South Atlantic Ventures Ltd. and changed its name to Lundin Mining Corporation in August 2004. Lundin Mining Corporation was incorporated in 1994 and is headquartered in Toronto, Canada.",Common Stock,CA5503721063,Canadian Dollar,C$,CAD,"150 King Street West, Toronto, ON, Canada, M5H 1J9",CA,,1/3/2023,https://www.lundinmining.com,December,,416 342 5560,Lundin Mining Corporation,,,,,Copper,Canada,4567,150 King Street West,Toronto,ON,Canada,M5H 1J9,6611979776,6611.9798,1233452032,9.3261,0.47,9.33,6.056,0.268,0.0433,0.92,0.67,0.73,1.5,0.94,9/30/2022,0.157,0.2557,0.0691,0.1162,3248367104,4.31,-0.143,1892487000,0.92,1.603,9.3261,11.1607,2.0189,1.0582,6500928423,2.0013,4.594,770627008,660603502,13.23,44.697,,,,,,1.6555,13.5536,6.1721,8.0164,8.9051,0.0227
LXR,,,LXR,,https://eodhistoricaldata.com/img/logos/TO/LXR.png,Consumer Cyclical,TO,"LXRandCo, Inc. operates as an omni-channel retailer of branded pre-owned handbags and accessories. Its product categories include women's handbags comprising shoulder bags, tote bags, and travel bags, as well as other complementary accessories, such as leather goods, jewelry, and silk scarfs through its e-commerce website at lxrco.com, as well as e-commerce platforms of its partners across North America. The company's omni-channel model is supported by retail shop-in-shop experience centers and wholesale activities. As of March 31, 2022, it operated 10 retail stores in Canada. LXRandCo, Inc. was founded in 2010 and is headquartered in Montreal, Canada.",Common Stock,CA5507891011,Canadian Dollar,C$,CAD,"7399 Saint-Laurent Boulevard, Montreal, QC, Canada, H2R 2W5",CA,,1/3/2023,https://lxrco.com,December,,800 764 0521,LXRandCo Inc,,,,,Specialty Retail,Canada,55,7399 Saint-Laurent Boulevard,Montreal,QC,Canada,H2R 2W5,9599678,9.5997,-2168146,,,1,-0.021,0,0,-0.032,-0.02,-0.02,0,0,9/30/2022,-0.0661,-0.1066,-0.1391,-2.83,21198922,0.23,0.004,6289783,-0.032,5.346,0,11.4943,0.4528,24.0425,12694523,0.5988,-21.7558,91425504,54926611,57.487,0,,,,,,0.9922,0.135,0.09,0.1144,0.1125,0
LYCT,,,LYCT,,,,TO,,Common Stock,,Canadian Dollar,C$,CAD,,CA,,9/5/2022,,,,,Lysander-Canso Corporate Treasury ActivETF,,,,,,Canada,,,,,,,,,,,,,,,,,0,0,0,0,0000-00-00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,13.4,9.96,10.1028,10.0764,0
LYFR,,,LYFR,,,,TO,,Common Stock,,Canadian Dollar,C$,CAD,,CA,,9/5/2022,,,,,Lysander-Canso Floating Rate ActivETF,,,,,,Canada,,,,,,,,,,,,,,,,,0,0,0,0,0000-00-00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,10.08,9.9255,10.032,10.0338,0
MAG,,,MAG,,https://eodhistoricaldata.com/img/logos/TO/MAG.png,Basic Materials,TO,"MAG Silver Corp. engages in the exploration and development of precious metal mining properties. The company explores for silver, gold, lead, and zinc deposits. It primarily holds 44% interest in the Juanicipio project located in the Fresnillo District, Zacatecas State, Mexico. The company is headquartered in Vancouver, Canada.",Common Stock,CA55903Q1046,Canadian Dollar,C$,CAD,"800 West Pender Street, Vancouver, BC, Canada, V6C 2V6",CA,,1/3/2023,https://www.magsilver.com,December,,604 630 1399,MAG Silver Corp,,,,,Silver,Canada,10,800 West Pender Street,Vancouver,BC,Canada,V6C 2V6,2089012864,2089.0129,-11444000,57.1622,-4.98,24.58,4.055,0,0,0.37,0.47,1.12,0.15,0.1,9/30/2022,0,0,-0.0377,0.076,0,0,0,0,0.37,1.566,57.1622,19.1205,0,3.8474,2047400226,0,-172.0504,98771296,88122875,0.958,51.921,,,,,,1.1628,25.16,13.6,20.2572,18.3398,0.0205
MAGT,,,MAGT,,,Technology,TO,"Magnet Forensics Inc., together with its subsidiaries, engages in the development of data analytics software used for digital forensics investigations to public sector and private enterprises in Canada, the United States, Australia, and Europe. It offers Magnet AXIOM, a digital investigations platform to recover analyze, and report on digital evidence from smartphones, cloud services, IoT devices, and third-party images; Magnet AXIOM CYBER, a digital forensics and incident response solution for businesses that need to perform remote acquisitions, and collect and analyze evidence from computers, cloud, and mobile devices; and Magnet OUTRIDER, a digital evidence triage tool used at crime scenes to scan digital media for the presence of CSAM. The company also provides Magnet AUTOMATE, an orchestration and automation tool to enable law enforcement agencies to create automated and repeatable digital evidence processing workflows; Magnet REVIEW to securely share the digital evidence via a single web-based platform; Magnet ATLAS, a workflow orchestration tool to manage cases, generate real-time reports, and track digital investigations; Magnet Digital Investigation Suite that transform digital investigations with analytics and collaborate agency-wide, securely, and at scale; and Magnet IGNITE, a cloud-based early case assessment triage tool. It serves large government agencies, corporations, and professional services firms. The company was formerly known as JADsoftware Inc. and changed its name to Magnet Forensics Inc. in August 2012. Magnet Forensics Inc. was incorporated in 2010 and is headquartered in Waterloo, Canada.",Common Stock,CA55940P1018,Canadian Dollar,C$,CAD,"2220 University Avenue East, Waterloo, ON, Canada, N2K 0A8",CA,,1/1/2023,https://www.magnetforensics.com/,December,,844 638 7884,Magnet Forensics Inc,,,,,Software-Application,Canada,394,2220 University Avenue East,Waterloo,ON,Canada,N2K 0A8,1521114240,1521.1142,6336000,1857.5001,,43.4,2.325,0,0,0.02,0.09,0.39,0.08,0.04,9/30/2022,0.0029,0.0482,0.0168,0.0029,89312000,2.19,0.406,65693000,0.02,-0.4,1857.5001,112.3596,18.3197,13.4369,1586804355,17.767,308.9572,12041900,10249404,16.167,42.601,,,,,,,44.11,14.89,33.7276,24.9408,0.0069
MAL,,,MAL,,https://eodhistoricaldata.com/img/logos/TO/MAL.png,Industrials,TO,"Magellan Aerospace Corporation, through its subsidiaries, designs, engineers, manufactures, and sells aero engine and structure components for the aerospace markets in Canada, the United States, Europe, and Asia. It offers aero engine products, such as engine frames, cases, bypass ducts, engine shafts, engine processes, engine materials, metallic honeycomb, filament winding, compressor components, turbine components, and afterburner components, as well as small and large wing components, landing gear, horizontal and vertical stabilizers, and nacelle exhaust systems. The company also provides crown modules, vane box and transition ducts, wing spars, wing ribs, wing skins, access covers, and kitting solutions; black brant, rato booster motors, as well as rocket weapon system comprises of fixed wing variant, and rotary wing platforms. In addition, the company offers avionics, machined metal seals, rocket engine mount, and cast products, as well as newspace, and satellite support services. Further, the company provides 3D sand printing, metal pouring, solidification modeling, automated pouring and finishing, digital radiography, and 3D scanning products. Additionally, the company offers maintenance, repair, and overhaul for various engine and components, as well as lifecycle management services to logistics, fleet management, and engineering services. Furthermore, it provides wire strike protection system services. Magellan Aerospace Corporation was incorporated in 1996 and is headquartered in Mississauga, Canada.",Common Stock,CA5589122004,Canadian Dollar,C$,CAD,"3160 Derry Road East, Mississauga, ON, Canada, L4T 1A9",CA,,1/3/2023,https://www.magellan.aero,December,,905 677 1889,Magellan Aerospace Corporation,,,,,Aerospace & Defense,Canada,3400,3160 Derry Road East,Mississauga,ON,Canada,L4T 1A9,575100032,575.1,28993000,,0.98,10.9,12.733,0.34,0.0107,-0.112,0,0.34,-0.01,0.02,9/30/2022,-0.0089,-0.0127,-0.0058,-0.0088,749481984,12.995,0.148,41207000,-0.112,0.231,0,19.9601,0.5832,0.5961,465571218,0.6212,10.0427,57510000,12186953,78.722,3.179,,,,,,1.3695,10,6.5781,7.409,7.8754,0.0007
MARI,,,MARI,,https://eodhistoricaldata.com/img/logos/TO/MARI.png,Basic Materials,TO,"Marimaca Copper Corp. engages in the acquisition, exploration, and development of mineral properties and projects in the United States and Chile. The company explores for copper, iron ore, gold, and other base and precious metals. Its flagship project is the Marimaca Copper project located in the Antofagasta Region of Chile. The company was formerly known as Coro Mining Corp. and changed its name to Marimaca Copper Corp. in May 2020. Marimaca Copper Corp. was incorporated in 2004 and is headquartered in Toronto, Canada.",Common Stock,CA56783M1068,Canadian Dollar,C$,CAD,"66 Wellington Street West, Toronto, ON, Canada, M5K 1E6",CA,,1/3/2023,https://www.marimaca.com,December,,56 22 432 7608,Marimaca Copper Corp,,,,,Copper,Canada,23,66 Wellington Street West,Toronto,ON,Canada,M5K 1E6,286091008,286.091,-9254000,,,5.26,0.956,0,0,-0.26,0,0,0,0,9/30/2022,0,0,-0.0674,-0.0768,0,0,0,-1700000,-0.26,0,0,0,0,2.2514,226375100,0,-23.5366,88028000,51913239,0.488,40.533,,,,,,1.4614,4.56,2.45,3.1118,3.3684,0.0001
MAV,,,MAV,,,Consumer Defensive,TO,"MAV Beauty Brands Inc. operates as a personal care company. The company's products include various hair care, body care, and beauty products, such as shampoo, conditioner, hair styling products, treatments, body wash, and body and hand lotion across various collections that each serve personalized consumer need. It sells its products under the Marc Anthony True Professional, Renpure, Cake Beauty, and The Mane Choice brands. MAV Beauty Brands Inc. markets its products through approximately 100 retailers in 25 countries worldwide. The company was formerly known as MAC Topco Holdings Inc. and changed its name to MAV Beauty Brands Inc. in May 2018. MAV Beauty Brands Inc. was incorporated in 1995 and is headquartered in Vaughan, Canada.",Common Stock,CA57767U1066,Canadian Dollar,C$,CAD,"100 New Park Place, Vaughan, ON, Canada, L4K 0H9",CA,,1/3/2023,https://investors.mavbeautybrands.com,December,,416 347 8954,Mav Beauty Brands Inc,,,,,Household & Personal Products,Canada,83,100 New Park Place,Vaughan,ON,Canada,L4K 0H9,20193210,20.1932,11791000,,,0.49,1.311,0,0,-3.54,0.01,0.03,0.11,0.08,9/30/2022,-0.9873,0.0775,0.019,-1.0037,95261000,2.591,-0.086,43977000,-3.54,-0.928,0,5.5279,0.1931,0.2687,179334277,1.8826,-2.253,36764700,15655867,57.416,19.774,,,,,,1.0384,1.3,0.34,0.4417,0.6572,0.0026
MAW,,,MAW,,https://eodhistoricaldata.com/img/logos/TO/MAW.png,Basic Materials,TO,"Mawson Gold Limited operates as a gold exploration company in Finland and Sweden. The company also explores for cobalt, copper, lead, zinc, and silver deposits. Its flagship project is the Rompas-Rajapalot project that consists of 5 granted exploration permits and 9 exploration permit applications located in Finland. The company was formerly known as Mawson Resources Limited and changed its name to Mawson Gold Limited in August 2020. Mawson Gold Limited was incorporated in 2004 and is headquartered in Vancouver, Canada.",Common Stock,CA5777891006,Canadian Dollar,C$,CAD,"1090 West Georgia Street, Vancouver, BC, Canada, V6E 3V7",CA,,1/3/2023,https://www.mawsongold.com,May,,604 685 9316,Mawson Gold Ltd,,,,,Gold,Canada,11,1090 West Georgia Street,Vancouver,BC,Canada,V6E 3V7,66057976,66.058,-3267985,,0,0.45,0.197,0,0,-0.011,0,0,0,0,8/31/2022,0,0,-0.0343,-0.0722,0,0,0,0,-0.011,-0.055,0,0,0,0.8609,40238958,0,-11.6482,293591008,261703903,1.414,30.194,,,,,,1.9974,0.24,0.1,0.1634,0.1417,0.0009
MAXR,,,MAXR,,https://eodhistoricaldata.com/img/logos/TO/MAXR.png,Technology,TO,"Maxar Technologies Inc. provides earth intelligence and space infrastructure solutions in the United States, Asia, South America, Europe, the Middle East, Australia, Canada, and internationally. It operates through two segments, Earth Intelligence and Space Infrastructure. The Earth Intelligence segment offers earth imagery and other geospatial data sourced from its advanced satellite constellation and third-party providers to public sector and enterprise customers, as well as a provides advanced geospatial information, applications, and analytic services for national security and commercial solutions. Its solutions include satellite access, geospatial foundation, precision mapping, on-demand intelligence, and geospatial services. It serves U.S. and international government agencies, and enterprise customer verticals. The Space Infrastructure segment provides space-based infrastructure, robotics, sub-systems, and information solutions, including communication and imaging satellites and payloads; platforms for space exploration and hosting instruments for earth science; space subsystems for power, propulsion, and communication; satellite ground systems and support services; space-based remote sensory solutions; space robotics; and defense systems. This segment serves government agencies and satellite operators. Maxar Technologies Inc. was founded in 1957 and is headquartered in Westminster, Colorado.",Common Stock,US57778K1051,Canadian Dollar,C$,CAD,"1300 West 120th Avenue, Westminster, CO, United States, 80234",CA,549300OEN2G821MIJ922,1/2/2023,https://www.maxar.com,December,,303 684 7660,Maxar Technologies Inc,,,,,Communication Equipment,Canada,4400,1300 West 120th Avenue,Westminster,CO,United States,80234,5231149056,5231.1491,418000000,120.6897,,55.35,19.664,0.04,0.0008,0.58,-0.83,1.55,0,0.09,9/30/2022,0.0172,0.0859,0.0209,0.0215,1747000064,23.761,-0.002,786000000,0.58,-0.858,120.6897,26.1097,1.3457,1.2205,5626470854,3.2206,14.0311,74585600,72523049,3.154,79.348,,,,,,1.4195,71,24.1202,38.9138,36.7551,0.0061
MBA,,,MBA,,,Consumer Defensive,TO,"CIBT Education Group Inc., through its subsidiaries, operates as an education and student housing investment company in Canada and internationally. The company engages in education and real estate development businesses. It offers English as second language accredited programs, such as general English, college preparation/pathway, business English, medical English, English language test preparation, vacation English, online English; Career training college accredited programs in the fields of business management, customer service, TESOL teacher training, Interpreting and translation for Koreans, and online English teacher training. The company also provides private career and technical training diplomas and certificates in health care, tourism, hospitality, business, administrative, technical trades, and international studies. In addition, it recruits international students and provides on-ground concierge services for kindergarten, primary, secondary schools, and universities in North America; and offers web design and advertising services to the real estate industry. Further, the company invests in, develops, and manages education related real estate projects; and offers serviced apartments and a hotel for domestic and international students as well as working professionals in Canada. The company was formerly known as Capital Alliance Group Inc. and changed its name to CIBT Education Group Inc. in November 2007. CIBT Education Group Inc. was incorporated in 1986 and is headquartered in Vancouver, Canada.",Common Stock,CA17163Y1025,Canadian Dollar,C$,CAD,"777 Broadway West, Vancouver, BC, Canada, V5Z 4J7",CA,,1/3/2023,https://www.cibt.net,August,,604 871 9909,CIBT Education Group Inc.,,,,,Education & Training Services,Canada,366,777 Broadway West,Vancouver,BC,Canada,V5Z 4J7,30122710,30.1227,-17913000,,0,1.17,0.412,0,0,-0.044,0,0,0,0,8/31/2022,-0.2094,-0.2607,-0.0239,-0.3051,73235000,1.066,0.28,37722000,-0.044,-0.655,0,0,0.4861,1.2526,290750977,3.9701,-6.7111,68460704,41327282,36.734,0,,,,,,1.1007,0.67,0.42,0.498,0.5577,0.0002
MBX,,,MBX,,https://eodhistoricaldata.com/img/logos/TO/MBX.png,Healthcare,TO,"Microbix Biosystems Inc., a life science company, develops and commercializes proprietary biological and technological solutions for human health and wellbeing in North America, Europe, and internationally. It manufactures a range of critical biological materials for the diagnostics industry, notably test ingredients for immunoassays and quality assessment and proficiency testing controls (QAPs) that support sample collection devices. The company also applies its biological expertise and infrastructure to develop other proprietary products, primarily viral transport medium (DxTM) to test for pathogens and Kinlytic Urokinase, a biologic thrombolytic drug used to treat blood clots. Microbix Biosystems Inc. was founded in 1988 and is based in Mississauga, Canada.",Common Stock,CA59501P1045,Canadian Dollar,C$,CAD,"265 Watline Avenue, Mississauga, ON, Canada, L4Z 1P3",CA,,1/3/2023,https://microbix.com,September,,905 361 8910,Microbix Biosystems Inc.,,,,,Biotechnology,Canada,0,265 Watline Avenue,Mississauga,ON,Canada,L4Z 1P3,56291360,56.2914,3328195,40.5,0,0.9,0.179,0,0,0.01,0.02,0.05,0,0,9/30/2022,0.0938,0.1368,0.0526,0.0823,19076240,0.141,-0.231,11124842,0.01,-0.625,40.5,9.5511,2.8648,2.4715,52832098,2.5927,9.7053,138991008,118976615,13.582,1.08,,,,,,0.1686,0.83,0.38,0.4606,0.5042,0.0025
MCB,,,MCB,,https://eodhistoricaldata.com/img/logos/TO/MCB.png,Energy,TO,"McCoy Global Inc. provides equipment and technologies to support tubular running operations that enhance wellbore integrity and assist with collecting critical data for the energy industry primarily in Canada. It designs, produces, and distributes capital equipment to support wellbore integrity; and supports capital equipment sales through aftermarket products and services, such as technical support, consumables, and replacement parts. The company also offers data collection technologies used in rugged applications in the energy, construction, marine, and aerospace sectors; and repair, maintenance, and calibration services for the capital equipment and related competitor products; and corporation technology rental services. In addition, it provides hydraulic power tongs used to make-up and break-out casing, tubing, and drill-pipe; casing running tools; tubular running technologies; torque-turn monitoring and control software system; wireless data subs; mud handling equipment; bucking units for assembling couplings to casing in tubular manufacturing plants; diesel and electric hydraulic power units; roughnecks; load monitoring systems; portable aircraft digital scales; and winch control systems. The company offers aftermarket products and services, including dies and inserts for tubular make-up and handling equipment; and gauging services. It markets its products and services through direct sales, agents, re-sellers, and distributors primarily under the SmarTR, Virtual ThreadRep, SmartCRT, SmartFMS, CalCERT, DWCRT, weCATT, weVERIFY, winCATT, GRITFACE, CLINCHER, HYTOPS, CHROMEMASTER, LOCKJAW, weTORQ, Autofill, AutoValve, and SWSES brand names in the United States, Latin America, the Middle East, Africa, Europe, Russia, the Asia Pacific, and Canada. The company was formerly known as McCoy Corporation and changed its name to McCoy Global Inc. in July 2014. McCoy Global Inc. was founded in 1914 and is headquartered in Edmonton, Canada.",Common Stock,CA57980Q1063,Canadian Dollar,C$,CAD,"9910 ? 39 Avenue, Edmonton, AB, Canada, T6E 5H8",CA,,1/3/2023,https://www.mccoyglobal.com,December,,780 453 8451,Mccoy Global Inc,,,,,Oil & Gas Equipment & Services,Canada,100,9910 – 39 Avenue,Edmonton,AB,Canada,T6E 5H8,26993584,26.9936,4242000,7.9167,0,1.25,1.582,0,0,0.12,0,0,0,0,9/30/2022,0.0909,0.0456,0.0204,0.096,43615000,1.438,0.255,9144000,0.12,-0.543,7.9167,7.6923,0.6319,0.6005,26432574,0.606,3.431,28414300,23754630,3.547,50.105,,,,,,0.5981,1.26,0.67,0.9828,1.0079,0.0014
MDA,,,MDA,,,Industrials,TO,"MDA Ltd. designs, manufactures, and services space robotics, satellite systems and components, and intelligence systems in Canada, the United States, Europe, Asia, the Middle East, and internationally. It offers geointelligence solutions that provide satellite-generated imagery and analytic services to deliver critical and value-added insights in the areas of national security, climate change monitoring, and maritime surveillance. The company also provides robotics and space operations that enable humanity's exploration by providing autonomous robotics and vision sensors that operate in space and on the surfaces of the moon and mars. In addition, it offers satellite systems and spacecraft to enable space-based services, including space-based broadband internet connectivity from low earth orbit satellite constellations. Further, the company provides products and services of defense intelligence systems. It serves government agencies, prime contractors, and space companies. The company was formerly known as Neptune Acquisition Holdings Inc. and changed its name to MDA Ltd. in March 2021. MDA Ltd. was founded in 1969 and is headquartered in Brampton, Canada.",Common Stock,CA55292X1087,Canadian Dollar,C$,CAD,"9445 Airport Road, Brampton, ON, Canada, L6S 4J3",CA,,1/3/2023,https://www.mda.space,December,,905-790-2800,MDA Ltd,,,,,Aerospace & Defense,Canada,2500,9445 Airport Road,Brampton,ON,Canada,L6S 4J3,761612800,761.6128,114000000,42.6667,11.68,10.25,8.433,0,0,0.15,0.17,0.23,0.05,0.02,9/30/2022,0.0317,0.1013,0.0227,0.0187,570600000,4.804,0.545,191300000,0.15,4,42.6667,28.5714,1.2138,0.7135,918809216,1.6103,6.9554,119002000,79999569,36.122,36.966,,,,,,,11.62,5.59,6.355,8.0283,0.0003
MDF,,,MDF,,https://eodhistoricaldata.com/img/logos/TO/MDF.png,Communication Services,TO,"mdf commerce inc., through its subsidiaries, provides software as a service (SaaS) solutions for consumers and businesses in Canada, the United States, Europe, China, and internationally. The company's SaaS solutions optimizes and accelerates commercial interactions between buyers and sellers. Its solutions include strategic sourcing, ecommerce, supply chain collaboration, and emarketplace. The company was formerly known as Mediagrif Interactive Technologies Inc. and changed its name to mdf commerce inc. in September 2020. mdf commerce inc. was incorporated in 1996 and is headquartered in Longueuil, Canada.",Common Stock,CA55283M1032,Canadian Dollar,C$,CAD,"East Tower, Longueuil, QC, Canada, J4K 5G4",CA,,1/3/2023,https://www.mdfcommerce.com,March,,450 449 0102,mdf Commerce Inc,,,,,Internet Content & Information,Canada,800,East Tower,Longueuil,QC,Canada,J4K 5G4,158295232,158.2952,-8625738,,0.78,4.45,5.468,0,0,-0.559,-0.54,-0.26,-0.09,-0.11,9/30/2022,-0.8684,-0.149,-0.0273,-0.3795,126018000,2.873,0.324,61148000,-0.559,-0.423,0,250,1.3189,0.662,225019813,1.7856,-2.5234,43970900,26950231,0.287,41.653,,,,,,1.5511,5.55,1.51,3.3882,2.7194,0.0214
