 TICKER, NAME, TITLE, YEAR BORN
GIL,Ms. Sophie  Argiriou,VP of Investor Communications,NA
GIL,Ms. Michelle E. Taylor,"VP, Gen. Counsel & Corp. Sec.",NA
GIL,Ms. Geneviève  Gosselin,Director of Corp. Communications & Corp. Marketing,NA
GIL,Mr. Peter  Iliopoulos,Sr. VP of Public & Corp. Affairs,1970
WTS,"Mr. Robert J. Pagano Jr., C.M.A., CPA","Chairman & Pres, CEO",1963
WTS,Mr. Shashank  Patel,Chief Financial Officer,1961
WTS,Mr. Kenneth R. Lepage,"Gen. Counsel, Chief Sustainability Officer & Sec.",1971
WTS,Mr. Elie A. Melhem,"Pres of Asia-Pacific, The Middle East & Africa",1963
WTS,Mr. Munish  Nanda,Advisor,1965
WTS,Mr. Andre  Dhawan,Chief Operating Officer,1963
WTS,Ms. Virginia A. Halloran,Chief Accounting Officer,1980
WTS,Ms. Diane M. McClintock CPA,Sr. VP of FP&A and Investor Relations,1968
WTS,Mr. Ram  Ramakrishnan,Exec. VP of Strategy & Bus. Devel.,NA
WTS,Ms. Monica  Barry,Chief HR Officer,1971
MDGL,Dr. Paul A. Friedman M.D.,Chairman & CEO,1943
MDGL,Dr. Rebecca A. Taub M.D.,"Founder, Chief Medical Officer, Pres of R&D and Director",1952
MDGL,Mr. Alex G. Howarth,Sr. VP & CFO,1969
MDGL,Mr. Brian J. Lynch J.D.,Sr. VP & Gen. Counsel,1962
MDGL,Mr. Remy  Sukhija,Sr. VP & Chief Commercial Officer,1972
MDGL,Dr. Kianoush  Motesharei Ph.d.,Sr. VP of Bus. & Corp. Devel.,1970
MDGL,Mr. Edward  Chiang,Sr. VP of Clinical & Technical Operations,NA
MDGL,Mr. Thomas W. Hare,Sr. VP of Clinical Management,NA
MDGL,Dr. Robert E. Waltermire Ph.D.,Chief Pharmaceutical Devel. Officer,1964
MDGL,"Dr. Stephen  Dodge M.B.A., Pharm.D.",Sr. VP of Global Medical Affairs,NA
COKE,Mr. J. Frank Harrison III,Chairman & CEO,1955
COKE,Mr. Umesh M. Kasbekar,Consultant & Non-Exec. Vice Chairman,1958
COKE,Mr. David Michael Katz,"Pres, COO & Director",1969
COKE,Mr. Fredrick Scott Anthony,Exec. VP & CFO,1964
COKE,Mr. E. Beauregarde Fisher III,"Exec. VP, Gen. Counsel & Sec.",1969
COKE,Mr. Robert G. Chambless,Exec. VP of Franchise Beverage Operations,1966
COKE,Mr. Matthew Joseph Blickley,Sr. VP of Financial Planning & Chief Accounting Officer,1982
COKE,Ms. Christine A. Motherwell,Sr. VP of HR,1979
COKE,Mr. Donell W. Etheridge,Exec. VP of Product Supply Operations,1969
COKE,Mr. Jeffrey L. Turney,Sr. VP of Strategy & Bus. Transformation,1968
AIT,Mr. Neil A. Schrimsher,"Pres, CEO & Director",1964
AIT,Mr. David K. Wells,"VP, CFO & Treasurer",1963
AIT,Mr. Fred D. Bauer,"VP, Gen. Counsel & Sec.",1966
AIT,Mr. Kurt W. Loring,VP & Chief Human Resource Officer,1969
AIT,Mr. Ryan Dale Cieslak,Director of Investor Relations & Assistant Treasurer,NA
AIT,Ms. Julie A. Kho,Mang. of Corp. Communications & Media Relations,NA
AIT,Mr. Jason W. Vasquez,VP of Sales & Marketing,NA
AIT,Joe  Mangiapane,Managing Director of Australia & New Zealand,NA
AIT,Mr. Christopher  Macey,Corp. Controller,1973
AIT,Mike R. Allen,"Pres of Applied Industrial Technologies, LP - Canada",NA
CERE,"Dr. N. Anthony Coles Jr., M.P.H.",Exec. Chairman & CEO,1960
CERE,Mr. Abraham N. Ceesay M.B.A.,Pres,1978
CERE,Mr. Mark  Bodenrader,"Interim CFO, VP of Fin. & Chief Accounting Officer",1973
CERE,Mr. Scott M. Akamine J.D.,Chief Legal Officer & Corp. Sec.,1985
CERE,Dr. Ramiro  Sanchez M.D.,Chief Medical Officer,1961
CERE,Dr. John J. Renger Ph.D.,Chief Scientific Officer,1969
CERE,Mr. Matthew  Calistri,VP of Investor Relations,NA
CERE,Mr. Kenneth A. DiPietro,Chief HR Officer,1959
CERE,Ms. Kathleen  Tregoning M.A.,Chief Corp. Affairs Officer,1971
ORA,Mr. Doron  Blachar,Chief Exec. Officer,1968
ORA,Mr. Shlomi  Argas,Pres and Head of Operations & Products,1965
ORA,Mr. Assaf  Ginzburg,Chief Financial Officer,1975
ORA,Mr. Shimon  Hatzir,Exec. VP of Electricity Segment,1962
ORA,Mr. Ofer  Benyosef,Exec. VP of Energy Storage & Bus. Devel.,1964
ORA,Ms. Smadar  Lavi,"VP, Head of Investor Relations & ESG Planning and Reporting",NA
ORA,Ms. Jessica  Woelfel,"Gen. Counsel, Chief Compliance Officer & Corp. Sec.",1977
ORA,Ms. Liza  Tavori,Sr. VP of HR,NA
ORA,Ms. Etty  Rosner,Sr. VP of Contract Management,1956
ORA,Mr. Bob  Sullivan,Exec. VP of Bus. Devel.,1963
NOVT,Mr. Matthijs  Glastra,CEO & Chairman,1969
NOVT,Mr. Robert J. Buckley,Chief Financial Officer,1974
NOVT,Mr. Brian S. Young,Chief HR Officer,1969
NOVT,Mr. Peter L. Chang,Corp. Controller & Chief Accounting Officer,1965
NOVT,Ms. Sarah  Betadam,Chief Information Officer,NA
NOVT,Ms. Michele Davis Michele Welsh,Gen. Counsel & Corp. Sec.,NA
NOVT,Mr. Charlie  Webster,Exec. VP of Novanta Growth System & Global Supply Chain,NA
NOVT,Mr. Chuck  Ravetto,Group Pres of Automation Enabling Technologies Group,NA
NOVT,Mr. Heinrich  Dreyer,Group Pres of Vision,NA
NOVT,Mr. Ray  Nash,Corp. Fin. Leader,NA
ESTC,Mr. Ashutosh  Kulkarni,CEO & Director,1976
ESTC,Mr. Steven  Schuurman CBDO,Co-Founder & Independent Non-Exec. Director,1976
ESTC,Mr. Shay  Banon,"Co-Founder, CTO & Exec. Director",1978
ESTC,Mr. Janesh  Moorjani,CFO & COO,1973
ESTC,Mr. Uri  Boness,Founder,NA
ESTC,Mr. Simon  Willnauer,Founder,NA
ESTC,Mr. Nikolay Ivanov Beliov C.F.A.,VP of Investor Relations,NA
ESTC,Ms. Carolyn  Herzog,Chief Legal Officer & Corp. Sec.,1967
ESTC,Mr. Justin  Hoffman,Sr. VP of Sales,NA
ESTC,Mr. Craig  Griffin,VP of Bus. Devel.,NA
COHR,"Dr. Vincent D. Mattera Jr., Ph.D.",Board Chair & CEO,1956
COHR,Mr. Walter Robert Bashaw II,Pres,1965
COHR,Ms. Mary Jane Raymond,CFO & Treasurer,1960
COHR,Dr. Giovanni  Barbarossa Ph.D.,Pres of Materials Segment & Chief Strategy Officer,1960
COHR,Dr. Christopher S. Koeppen,Chief Innovation Officer,1971
COHR,Dr. Carl J. Johnson,Co-Founder,1942
COHR,Dr. Julie Sheridan Eng,Chief Technology Officer,1967
COHR,Mr. Anantha  Ganga,Chief Information Officer,NA
COHR,Mr. Ronald  Basso J.D.,"Chief Legal, Compliance Officer & Company Sec.",1960
COHR,Mr. Mark  Lourie,VP of Corp. Communications,NA
WEN,Mr. Todd Allan Penegor,"Pres, CEO & Director",1965
WEN,Mr. Gunther  Plosch,Chief Financial Officer,1969
WEN,Mr. Kevin  Vasconi,Chief Information Officer,1961
WEN,Ms. Abigail E. Pringle,Pres of International & Chief Devel. Officer,1974
WEN,Mr. Kurt A. Kane,Pres of U.S. & Chief Commercial Officer,1972
WEN,Ms. Leigh A. Burnside,Sr. VP of Fin. & Chief Accounting Officer,1970
WEN,Mr. Matt  Spessard,Sr. VP & Global Chief Technology Officer,NA
WEN,Gregory J. Lemenchick,Sr. Director of Investor Relations and Corp. FP&A,NA
WEN,Mr. Eric J. Wunsch Esq.,Chief Legal Officer & Sec.,1971
WEN,Mr. Michael G. Berner,"VP of Corp. & Securities Counsel, Chief Compliance Officer and Assistant Sec.",NA
AQUA,Mr. Ronald C. Keating,"Pres, CEO & Director",1969
AQUA,Mr. Benedict J. Stas,Exec. VP & CFO,1968
AQUA,Mr. Vincent  Grieco Esq.,"Exec. VP, Gen. Counsel & Sec.",1969
AQUA,Mr. Rodney O. Aulick,Exec. VP of Integrated Solutions & Pres of Services Segment,1967
AQUA,Mr. Herve P. Fages,Exec. VP & Pres of Applied Product Technologies Segment,1969
AQUA,Mr. James M. Kohosek,Exec. VP & Chief Admin. Officer,1959
AQUA,Mr. Daniel A. Brailer,VP of Investor Relations,1958
AQUA,Mr. Anthony J. Webster,Exec. VP & Chief HR Officer,1969
AQUA,Mr. Snehal A. Desai,"Exec. VP, Chief Growth & Sustainability Officer",1964
AQUA,Ariel  Kuperminc,Corp. Treasurer,NA
BPOP,Mr. Ignacio  Alvarez Esq.,"Pres, CEO & Director",1958
BPOP,Mr. Carlos J. Vazquez,Exec. VP & CFO of Corp. Fin. Group,1959
BPOP,Mr. Javier D. Ferrer-Fernández J.D.,"Exec. VP, COO, Head of Bus. Strategy & Corp. Sec.",1961
BPOP,Mr. Lidio V. Soriano CPA,Exec. VP & Chief Risk Officer of Corp. Risk Management Group,1969
BPOP,Mr. Manuel A. Chinea,Exec. VP,1966
BPOP,Mr. Jorge Jose García,"Principal Accounting Officer, Sr. VP & Comptroller",NA
BPOP,Ms. Camille  Burckhart,"Exec. VP and Chief Information & Digital Strategy Officer of Innovation, Technology & Ops. Group",1980
BPOP,Mr. Eduardo J. Negron,Exec. VP & Chief Admin. Officer - Admin. Group,1965
BPOP,Mr. Paul J. Cardillo,Investor Relations Officer,NA
BPOP,Mr. Jose R. Coleman-Tio Esq.,"Exec. VP, Chief Legal Officer & Gen. Counsel",1981
THG,Mr. John Conner Roche,"Pres, CEO & Director",1964
THG,Mr. Jeffrey Mark Farber,Exec. VP & CFO,1965
THG,Mr. Dennis Francis Kerrigan Jr.,"Exec. VP, Gen. Counsel & Assistant Sec.",1965
THG,Mr. Richard William Lavey,Exec. VP & Pres of Hanover Agency Markets,1968
THG,Mr. Bryan James Salvatore,Exec. VP & Pres of Specialty,1965
THG,Ms. Lindsay France Greenfield,"Director, Pres & Treasurer",NA
THG,Gayle  Falvey,Sr. VP & COO,NA
THG,Ms. Oksana  Lukasheva,Sr. VP of Corp. Fin.,NA
THG,Mr. Willard Ty-Lunn Lee,"Exec. VP, Chief Information & Innovation Officer",1970
THG,Jennifer F. Luisa,Sr. VP & Chief Marketing Officer,NA
NATI,Mr. Eric Howard Starkloff,"Pres, CEO & Director",1975
NATI,Ms. Karen M. Rapp,Exec. VP & CFO,1968
NATI,Mr. Scott A. Rust,Exec. VP of Platform & Technology,1967
NATI,Mr. Jason Elliot Green,"Exec. VP, GM of Portfolio Bus. Unit & Chief Revenue Officer",1973
NATI,Ms. Ritu Chanchal Favre,Exec. VP & GM of Bus. Unit,1969
NATI,Mr. Thomas  Benjamin,"Exec. VP, CTO & Head of Product Analytics",NA
NATI,Ms. Marissa  Vidaurri,Head of Investor Relations,NA
NATI,Mr. R. Eddie Dixon Jr.,"Sr. VP, Chief Legal Officer & Sec.",NA
NATI,Dr. Kevin  Ilcisin,Sr. VP of Strategy & Corp. Devel.,NA
NATI,Will  Denman,Sr. VP of Global Sales & Support,NA
NJR,Mr. Stephen D. Westhoven,"Pres, CEO & Director",1968
NJR,Mr. Patrick J. Migliaccio,Sr. VP & COO of New Jersey Natural Gas,1974
NJR,Ms. Amy  Cradic,"Sr. VP and COO of Non-Utility Bus.es, Strategy & External Affairs",1972
NJR,Mr. Roberto F. Bel,Sr. VP and CFO,1973
NJR,Ms. Jacqueline K. Shea,VP & Chief Information Officer,1964
NJR,Mr. Richard  Reich,Sr. VP & Gen. Counsel,1975
NJR,Mr. David  Johnson,VP of Corp. Bus. Devel.,1969
NJR,Ms. Lori  DelGiudice,Sr. VP of HR,NA
NJR,Mr. Glenn C. Lockwood,Exec. VP,1961
NJR,Mr. Thomas J. Massaro Jr.,SVP of NJR Retail & Pres of NJR Home Services,1966
STVN,Mr. Franco  Stevanato,Exec. Chairman,1973
STVN,Mr. Franco  Moro,"CEO, COO & Director",1963
STVN,Mr. Marco  Dal Lago,Chief Financial Officer,1972
STVN,Mr. Paolo  Patri,Chief Technology Officer,1970
STVN,Ms. Lisa  Miles,Sr. VP of Investor Relations,NA
STVN,Mr. Mauro  Stocchi,Chief Bus. Officer,1966
STVN,Mr. Riccardo  Butta,Pres of Americas,NA
PSN,Ms. Carey A. Smith,"Pres, CEO & Chairwoman",1964
PSN,Mr. Michael R. Kolloway,Chief Legal Officer & Sec.,1961
PSN,Mr. Matt  Ofilos,Chief Financial Officer,NA
PSN,Ms. Wendy  Van Wickle,Chief Bus. Operations Officer,NA
PSN,Mr. Ricardo  Lorenzo,Chief Technology Officer,NA
PSN,Mr. Scott  Carl,Chief Information Officer,NA
PSN,Mr. David  Spille,VP of Investor Relations,NA
PSN,Mr. Jason  Yaley,Chief Communications Officer,NA
PSN,Ms. Susan M. Balaguer,Chief HR Officer,1969
PSN,Mr. James R. Shappell,"Vice Chairman, Managing Director of Saudi Arabian Parsons Ltd. and Saudi Arabia Country Mang.",NA
FIVN,Mr. Michael  Burkland M.B.A.,CEO & Chairman,1963
FIVN,Mr. Daniel P. Burkland,Pres,1965
FIVN,Mr. Barry  Zwarenstein,Chief Financial Officer,1949
FIVN,Mr. Scott  Welch,Exec. VP of Telco Services & GM of EMEA,1965
FIVN,Mr. James B. Doran,Exec. VP of Strategy & Operations,1973
FIVN,Ms. Leena  Mansharamani,Chief Accounting Officer & Corp. Controller,1968
FIVN,Dr. Jonathan D. Rosenberg Ph.D.,CTO & Head of AI,1972
FIVN,Ms. Kimberly G. Lytikainen,"Gen. Counsel, Chief Compliance Officer & Sec.",1967
FIVN,Ms. Genefa  Murphy Ph.D.,Chief Marketing Officer,NA
FIVN,Mr. Callan  Schebella,Exec. VP of Product Management,NA
TGNA,Mr. David T. Lougee,"Pres, CEO & Director",1959
TGNA,Ms. Victoria Dux Harker,Exec. VP & CFO,1965
TGNA,Mr. Akinyale S. Harrison,Sr. VP & Gen. Counsel,1973
TGNA,Ms. Lynn Beall Trelstad,Exec. VP & COO of Media Operations,1961
TGNA,Mr. Kurt  Rao,Sr. VP & CTO,NA
TGNA,Mr. Doug  Kuckelman,Head of Investor Relations,NA
TGNA,Ms. Anne W. Bentley,VP of Corp. Communications & Chief Communications Officer,1968
TGNA,Mr. Tom  Cox,VP of Corp. Devel.,NA
TGNA,Mr. Jeffery  Newman,Sr. VP & Chief HR Officer,1973
TGNA,Mr. William A. Behan,Sr. VP of Labor Relations,1959
CNM,Mr. Stephen O. LeClair,CEO & Director,1969
CNM,Mr. John R. Schaller,Pres,1956
CNM,Mr. Bradford A. Cowles,Pres,1971
CNM,Mr. Mark R. Witkowski,Chief Financial Officer,1975
CNM,Mr. Mark G. Whittenburg,Gen. Counsel & Sec.,1967
CNM,Ms. Carrie  Busbee,Chief Information Officer,NA
CNM,Ms. Robyn  Bradbury,VP of Fin. & Investor Relations,NA
CNM,Jennifer  Noonan,Director of Marketing & Communications,NA
CNM,Mr. Jeffrey D. Giles,VP of Corp. Devel.,NA
CNM,Ms. Yvonne  Bland,VP of Sales & Bus. Devel.,NA
TSEM,Mr. Russell C.  Ellwanger,CEO & Director,1955
TSEM,Mr. Oren  Shirazi,CFO & Sr. VP of Fin.,1970
TSEM,Mr. Rafi  Mor,Chief Operating Officer,1964
TSEM,Ms. Noit  Levy-Karoubi,Sr. VP of Investor Relations & Corp. Communications,1985
TSEM,Ms. Nati  Somekh,"Sr. VP, Chief Legal Officer & Corp. Sec.",1975
TSEM,Ms. Dalit  Dahan,Sr. VP of HR & Information Technology,1968
TSEM,Mr. Yossi  Netzer,Sr. VP of Corp. Planning,1964
TSEM,Dr. Marco  Racanelli,SVP & GM of Analog Bus. Unit and Newport Beach Site Mang.,1967
TSEM,Dr. Avi  Strum,Sr. VP and GM of Sensors & Displays Bus. Unit,1962
TSEM,Mr. Dani  Ashkenazi,Sr. VP of Excellence & Quality,1963
BEPC,Mr. Connor David Teskey,Managing Partner and CEO of Renewable Power & Transition,1988
BEPC,Mr. Wyatt  Hartley,CFO and Managing Partner of Renewable Power & Transition,1982
BEPC,Ms. Ruth  Kent,Managing Partner of Renewable Power & Transition and COO,1976
BEPC,Ms. Jennifer  Mazin,"Managing Partner of Renewable Power & Transition, Gen. Counsel & Corp. Sec.",1975
BEPC,Mr. F. Mitchell Davidson,Managing Partner of Renewable Power & Transition and CEO of U.S. Operations,1963
BEPC,Ms. Natalie Johanna Adomait,Managing Partner of Renewable Power & Transition,NA
BEPC,Ms. Madeleine  Bourdon,Managing Director of Renewable Power & Transition,NA
BEPC,Mr. Daniel  Cheng,Managing Director of Renewable Power & Transition,NA
BEPC,Mr. Andre  Flores,Managing Partner of Renewable Power & Transition,NA
BEPC,Mr. Douglas  Christie,Managing Director of Renewable Power & Transition,NA
FNB,Mr. Vincent J. Delie Jr.,"Chairman, Pres & CEO",1965
FNB,Mr. Vincent J. Calabrese Jr.,Chief Financial Officer,1963
FNB,Mr. Gary Lee Guerrieri,Chief Credit Officer,1960
FNB,Mr. Barry C. Robinson,Chief Consumer Banking Officer,1963
FNB,Mr. David Bryant Mitchell II,Chief Wholesale Banking Officer,1958
FNB,Mr. James L. Dutey,"Principal Accounting Officer, Corp. Controller & Sr. VP",1974
FNB,Mr. James G. Orie Esq.,Chief Legal Officer & Corp. Sec.,1958
FNB,Ms. Barbara R. Cottrell,Director of Corp. Compliance,NA
FNB,Ms. Jennifer M. Reel,Chief Communications Officer,NA
FNB,Mr. Thomas M. Whitesel,Chief Risk Officer,NA
NSA,Mr. Arlen Dale Nordhagen,Exec. Chairman,1957
NSA,"Ms. Tamara D. Fischer B.A., CPA, CPA",CEO & Trustee,1956
NSA,Mr. David G. Cramer,"Pres, COO & Member of Pro Advisory Committee",1965
NSA,Mr. Brandon S. Togashi,"Exec. VP, CFO, Chief Accounting Officer & Treasurer",1984
NSA,Mr. George Andrew Hoglund CFA,VP of Investor Relations,NA
NSA,Ms. Tiffany S. Kenyon,"Exec. VP, Gen. Counsel & Sec.",NA
NSA,Mr. Will  Bohn,VP of Acquisitions,NA
NSA,Melissa M. Cameron,Sr. VP of Customer Acquisitions,NA
NSA,Ms. Marti  Dowling,Director of Investor Relations,NA
FN,Mr. David Tom Mitchell,Founder & Chairman,1942
FN,Mr. Seamus  Grady,CEO & Director,1967
FN,Dr. Harpal S. Gill,Pres & COO,1953
FN,Mr. Csaba  Sverha,Exec. VP & CFO,1979
FN,Mr. Edward T. Archer,Exec. VP of Sales & Marketing,1963
FN,Mr. Colin R. Campbell,VP & Gen. Counsel,NA
FN,George  Mitchell,"Sr. VP of Europe, USA & Canada",NA
IART,Mr. Jan  De Witte,"Pres, CEO & Director",1964
IART,Ms. Carrie L. Anderson,"Exec. VP, CFO & Treasurer",1969
IART,Mr. Robert T. Davis Jr.,Exec. VP & Pres of Tissue Technologies,1959
IART,Mr. Michael J. McBreen,Exec. VP & Pres of Codman Specialty Surgical,1966
IART,Mr. Jeffrey  Mosebrook,"Sr. VP, Principal Accounting Officer & Corp. Controller",1976
IART,Dr. Kenneth E. Burhop Ph.D.,Corp. VP & Chief Scientific Officer,1954
IART,Mr. William  Compton,Chief Information Officer & Corp. VP,NA
IART,Mr. Eric Ian Schwartz,"Exec. VP, Chief Legal Officer & Sec.",1969
IART,Laurene  Isip,VP of Global Corp. Communications & PR,NA
IART,Ms. Maria  Platsis,Sr. VP of Corp. Devel.,NA
EEFT,"Mr. Michael J. Brown M.Sc., MSc","Chairman, CEO & Pres",1957
EEFT,Mr. Rick L. Weller,"Exec. VP, Chief Accounting Officer & CFO",1958
EEFT,Mr. Kevin J. Caponecchi,"Exec. VP and CEO of epay, Software & EFT Asia Pacific Division",1967
EEFT,Mr. Juan C. Bianchi,Exec. VP & CEO of Money Transfer Segment,1971
EEFT,Mr. Nikos  Fountas,"Exec. VP and CEO of EFT Europe, Middle East & Africa Division",1964
EEFT,Dr. Martin L. Bruckner,Sr. VP & Chief Technology Officer,1976
EEFT,Ms. Stephanie  Taylor,Director of Financial Planning & IR,NA
EEFT,Desmond  Acosta,Deputy Gen. Counsel,NA
EEFT,Mr. Scott D. Claassen,Gen. Counsel & Sec.,1967
EEFT,Ms. Karyn Clewes Zaborny,"Sr. VP, HR",NA
MSPR,Mr. John H. Ruiz,"CEO, Pres & Director",1968
MSPR,Mr. Ricardo  Rivera,Chief Operating Officer,1971
MSPR,Mr. Frank C. Quesada,Director & Chief Legal Officer,1979
MSPR,Mr. Calvin  Hamstra,Chief Financial Officer,1986
MSPR,Ms. Diana  Diaz,Chief Communications Officer,NA
MSPR,Ms. Alexandra  Plasencia,Gen. Counsel,1984
HOMB,Mr. John W. Allison,"Co-Founder, Chairman, Pres & CEO",1947
HOMB,Mr. Brian S. Davis,"CFO, Treasurer & Director",1966
HOMB,Mr. John Stephen Tipton,Chief Operating Officer,1982
HOMB,Ms. Donna J. Townsell,"Sr. EVP, Director of Investor Relations, Corp. Sec. & Director",1971
HOMB,Mr. Tracy M. French,Exec. Officer & Director,1962
HOMB,Mr. Kevin D. Hester,Chief Lending Officer,1964
HOMB,Ms. Jennifer C. Floyd,Chief Accounting Officer,1975
HOMB,Mr. Russell Davis Carter III,Exec. Officer,1976
HOMB,Mikel  Williamson,Regional Pres,NA
HOMB,Davy  Carter,Regional Pres,NA
TREX,Mr. Bryan Horix Fairbanks,"Pres, CEO & Director",1970
TREX,Mr. Dennis Charles Schemm,Sr. VP & CFO,1967
TREX,Mr. William R. Gupp,"Sr. VP, Chief Legal Officer & Sec.",1960
TREX,Mr. Adam Dante Zambanini,Pres of Trex Residential Products,1977
TREX,Mr. Christopher Paul Gerhard,VP of Sales,1973
TREX,Ms. S. Leslie Adkins,VP of  Marketing & ESG Devel.,NA
TREX,Jacob T. Rudolph,VP of HR,NA
TREX,Amy M. Fernandez,"VP, Gen. Counsel & Assistant Sec.",NA
TREX,Ms. Laura Rygielski Preston,"Pres of Trex Commercial Products, Inc.",NA
SPSC,Mr. Archie C. Black,CEO & Director,1962
SPSC,Mr. James J. Frome,Pres & COO,1965
SPSC,Ms. Kimberly K. Nelson,Exec. VP & CFO,1968
SPSC,Mr. Jamie  Thingelstad,Sr. VP & CTO,1972
SPSC,Ms. Lynn  Myhran,Chief Admin. Officer & Chief HR Officer,NA
SPSC,Mr. Dan  Juckniess,Sr. VP & Chief Sales Officer,NA
SPSC,Mr. Mark  O'Leary,Sr. VP & Chief Marketing Officer,NA
SPSC,Ms. Karin  Lucas M.B.A,Sr. VP & Chief Customer Success Officer,NA
KRG,Mr. John A. Kite,Chairman of Trustees & CEO,1966
KRG,Mr. Thomas K. McGowan,Pres & COO,1965
KRG,Mr. Heath R. Fear,"Exec. VP, Corp. Sec. & CFO",1969
KRG,Mr. David E. Buell,Sr. VP & Chief Accounting Officer,1982
KRG,Mr. Tyler  Henshaw,"Sr. VP of Capital Markets, Investor Relations & Corp. Fin.",NA
KRG,Mr. Pat  Casey,Sr. VP & CTO,NA
KRG,Mr. Dean  Papadakis,Sr. VP & Chief Legal Officer,NA
KRG,Mr. Bryan  McCarthy,Sr. VP of Corp. Marketing & Communications,NA
KRG,Ms. Mellissa M. Boggs SPHR,Exec. VP of Employee Experience,NA
KRG,Mr. Mark  Jenkins,Sr. VP of Devel.,NA
PWSC,Mr. Hardeep Singh Gulati,CEO & Director,1976
PWSC,Mr. Eric R. Shander,Pres & CFO,1969
PWSC,Ms. Angelina Deasy Hendraka,Chief Accounting Officer,NA
PWSC,Mr. Devendra  Singh,Chief Technology Officer,1966
PWSC,Shane  Harrison,Sr. VP of Investor Relations,NA
PWSC,Mr. Michael C. Bisignano,Chief Legal Officer & Corp. Sec.,1971
PWSC,Mr. Darron  Flagg,Chief Compliance & Privacy Officer,NA
PWSC,Mr. Fred  Studer,Chief Marketing Officer,NA
PWSC,Ms. Marcy  Daniel,Chief Product Officer,1972
PWSC,Mr. Joshua  Gibbs,Chief of Staff,NA
CC,Mr. Mark E. Newman,"CEO, Pres & Director",1963
CC,Mr. Sameer  Ralhan,Sr. VP & CFO,1974
CC,Ms. Susan M. Kelliher,Sr. VP of People,1967
CC,Mr. Edwin C. Sparks,Pres of Titanium Technologies & Chemical Solutions,1974
CC,Ms. Camela T. Wisel,"VP, Chief Accounting Officer & Controller",1975
CC,Kurt  Bonner,Mang. of Investor Relations,NA
CC,Ms. Kristine  Wellman,"Sr. VP, Gen. Counsel & Company Sec.",NA
CC,Ms. Alvenia  Scarborough,Sr. VP of Corp. Communications & Chief Brand Officer,1974
CC,Ms. Alisha  Bellezza,Pres of Thermal & Specialized Solutions,1976
CC,Mr. Jonathan S. Lock,"Section 16 Officer, Sr. VP & Chief Devel. Officer",1981
IPGP,Dr. Eugene A. Scherbakov Ph.D.,CEO & Director,1948
IPGP,Mr. Timothy P. V. Mammen,Sr. VP & CFO,1970
IPGP,Mr. Felix I. Stukalin,"Sr. VP, COO & Director",1962
IPGP,Dr. Alexander  Ovtchinnikov Ph.D.,Sr. VP & CTO,1961
IPGP,Mr. Angelo P. Lopresti II,"Sr. VP, Gen. Counsel & Sec.",1964
IPGP,Mr. Thomas J. Burgomaster,"VP, Corp. Controller, Treasurer & Chief Accounting Officer",NA
IPGP,Eugene  Fedotoff,Director of Investor Relations,NA
IPGP,Mr. Trevor D. Ness,Sr. VP of Sales & Strategic Bus. Devel.,1973
IPGP,John  Weaver,VP of HR Worldwide,NA
IPGP,Dr. Nikolai  Platonov,Principal Scientist and Department Head,1957
IGT,Mr. Marco  Sala,Exec. Chairman,1959
IGT,Mr. Vincent L. Sadusky,CEO & Exec. Director,1965
IGT,Mr. Massimiliano  Chiara,"Exec. VP, CFO & Director",1969
IGT,Mr. Timothy M. Rishton,Sr. VP & Chief Accounting Officer,1966
IGT,Mr. James  Hurley,Sr. VP of Investor Relations,NA
IGT,Mr. Christopher C. Spears,Exec. VP & Gen. Counsel,1968
IGT,Ms. Wendy  Montgomery,"Sr. VP of Marketing, Communications & Sustainability",1964
IGT,Mr. Ken  Bossingham,Sr. VP of Sales,1964
IGT,Mr. Fabio  Celadon,Exec. VP of Strategy & Corp. Devel.,1972
IGT,Ms. Dorothy  Costa,Sr. VP of People & Transformation,1972
HE,Mr. Scott W. H. Seu,"Pres, CEO & Director",1966
HE,Mr. Kurt K. Murao,"Exec. VP, Gen. Counsel, Chief Admin. Officer & Corp. Sec.",1970
HE,Ms. Ann C. Teranishi,"CEO, Pres & Director of American Savings Bank",1975
HE,Mr. Paul K. Ito,"VP of Tax, Controller, Treasurer & Interim CFO",1971
HE,Julie R. Smolinski,VP of Investor Relations & Corp. Sustainability,NA
HE,Ms. Erin P. Kippen,"VP, Gen. Counsel, Chief Compliance Officer & Corp. Sec.",NA
HE,James P. Kelly,"VP of Gov., Community Relations & Corp. Communications",NA
HE,Ms. Jackie  Ingamells,VP of HR & Chief People Strategist,NA
HE,Ms. Tayne S. Y. Sekimura,"Sr. VP, CFO & Treasurer of Hawaiian Electric Company Inc.",1963
HE,Avelino J. Halagao Jr.,VP of Corp. and Community Advancement & Pres of HEI Charitable Foundation,NA
SRCL,Ms. Cindy J. Miller,"Pres, CEO & Director",1963
SRCL,Ms. Janet H. Zelenka,"Exec. VP, CFO & Chief Information Officer",1959
SRCL,Mr. Kurt M. Rogers,"Exec. VP, Gen. Counsel & Corp. Sec.",1972
SRCL,Mr. Daniel V. Ginnetti,Exec. VP of International,1969
SRCL,Mr. Stephen Cory White,Exec. VP & Chief Commercial Officer,1974
SRCL,Mr. Richard Joseph Hoffman,Sr. VP & Chief Accounting Officer,1967
SRCL,Andrew  Ellis,VP of Investor Relations,NA
SRCL,Mr. Michael S. Weisman,Exec. VP and Chief Ethics & Compliance Officer,1960
